address,full_address,latitude,longitude
Sennett Road,SENNETT ROAD,1.317273583,103.9385284
Belimbing Avenue,BELIMBING AVENUE,1.332324705,103.876066
Sixth Avenue Centre,805 BUKIT TIMAH ROAD SIXTH AVENUE CENTRE SINGAPORE 279883,1.331432307,103.7950007
Sandy Island,22 SANDY ISLAND SANDY ISLAND SINGAPORE 098254,1.241130268,103.8376305
Cashew Terrace,CASHEW TERRACE,1.371307087,103.7656424
Harvey Avenue,HARVEY AVENUE,1.339025555,103.9541894
Jalan Pernama,JALAN PERNAMA,1.352902979,103.9694213
9 Upper East Coast Road,9 UPPER EAST COAST ROAD SINGAPORE 455203,1.312963736,103.9255946
Petain Road,PETAIN ROAD,1.312579193,103.8576601
Lim Tai See Walk,LIM TAI SEE WALK,1.322673374,103.7922707
Jalan Ulu Siglap,JALAN ULU SIGLAP,1.314446397,103.9278474
Limau Garden,LIMAU GARDEN,1.322500901,103.9509167
Binjai Park,BINJAI PARK,1.340420102,103.7874746
Ernani Street,ERNANI STREET,1.319826307,103.9256886
Frankel Estate,FRANKEL ESTATE,1.315749924,103.91847
Verdana Villas,VERDANA VILLAS,1.358399915,103.869297
Trevose Crescent,TREVOSE CRESCENT,1.324020307,103.8251218
Sanny Park,SANNY PARK,1.325376787,103.8261398
Linden Drive,LINDEN DRIVE,1.335714901,103.8020688
Eastwood Road,EASTWOOD ROAD,1.322007203,103.9582618
Ramsgate Road,RAMSGATE ROAD,1.298710373,103.8898073
Charlton 18,CHARLTON 18,1.356873888,103.8824783
Charlton Lane,CHARLTON LANE,1.35630268,103.8815096
Lorong Marzuki,LORONG MARZUKI,1.321492743,103.90911
Jalan Sajak,JALAN SAJAK,1.438163401,103.8287695
Springleaf Lane,SPRINGLEAF LANE,1.396808141,103.8216913
Jalan Chempedak,JALAN CHEMPEDAK,1.371109735,103.8294354
Springleaf Road,SPRINGLEAF ROAD,1.397390781,103.8219471
Jalan Kelawar,JALAN KELAWAR,1.301015696,103.8274494
Beng Wan Road,BENG WAN ROAD,1.323701259,103.8655605
University Walk,UNIVERSITY WALK,1.324620841,103.817565
Siglap View,SIGLAP VIEW,1.319253168,103.9173651
Lentor Grove,LENTOR GROVE,1.386844169,103.8377389
Sommerville Walk,SOMMERVILLE WALK,1.344561751,103.8700287
Jalan Grisek,JALAN GRISEK,1.324580474,103.9177091
Bedok Road,BEDOK ROAD,1.324298881,103.9529415
Elias Terrace,ELIAS TERRACE,1.372016711,103.942627
Peakville Walk,PEAKVILLE WALK,1.333278354,103.9443661
Sunset Avenue,SUNSET AVENUE,1.337144127,103.8027186
Asimont Lane,ASIMONT LANE,1.32043691,103.835191
Goodman Road,GOODMAN ROAD,1.304371696,103.8900492
Thrift Drive,THRIFT DRIVE,1.343794801,103.88359
Kenanga Avenue,KENANGA AVENUE,1.332382183,103.8761071
Hillview Crescent,HILLVIEW CRESCENT,1.354812845,103.7604506
Hong Lee Place,HONG LEE PLACE,1.359230357,103.8748436
Swiss View,SWISS VIEW,1.347072383,103.7898339
Ripley Crescent,RIPLEY CRESCENT,1.364753017,103.8712491
Chatsworth Road,CHATSWORTH ROAD,1.300302377,103.8211528
Stirling Road,STIRLING ROAD,1.293817,103.8053447
Tosca Street,TOSCA STREET,1.318089462,103.927549
Watten Estate Road,WATTEN ESTATE ROAD,1.328801415,103.809502
Dunearn Road,DUNEARN ROAD,1.323191383,103.8161465
Holland Green,HOLLAND GREEN,1.326157837,103.7842004
Jalan Tempua,JALAN TEMPUA,1.323575607,103.8199828
Mayflower Drive,MAYFLOWER DRIVE,1.373336699,103.8387251
Harvey Crescent,HARVEY CRESCENT,1.340659657,103.955069
Ashwood Grove,ASHWOOD GROVE,1.428951539,103.7769924
Sunrise Close,SUNRISE CLOSE,1.38724092,103.8566801
Jalan Pergam,JALAN PERGAM,1.344539231,103.9615147
Bedok Walk,BEDOK WALK,1.330779053,103.9469437
11 Joo Chiat Place,110 JOO CHIAT PLACE SINGAPORE 428076,1.313589524,103.903288
Emerald Hill Road,EMERALD HILL ROAD,1.30396168,103.839591
Euhabitat,EUHABITAT,1.327812628,103.907353
Vanda Crescent,VANDA CRESCENT,1.333626265,103.7994247
Nineteen Shelford Road,"19 Shelford Rd, Singapore 288408",1.3260908,103.8122331
Serangoon Garden Rise,SERANGOON GARDEN RISE,1.365065533,103.8607109
Sturdee Road,STURDEE ROAD,1.312413874,103.8590515
Thong Soon Road,THONG SOON ROAD,1.398104885,103.8187733
Yarwood Avenue,YARWOOD AVENUE,1.339429422,103.7832167
Bedok Rise,BEDOK RISE,1.326427612,103.9484807
Lorong 5 Realty Park,LORONG 5 REALTY PARK,1.367922189,103.8888164
Simon Road,SIMON ROAD,1.362135282,103.8854351
Lentor Way,LENTOR WAY,1.388615165,103.8362472
Lucky Hill,LUCKY HILLS,1.325686371,103.9483993
Ewart Park,EWART PARK,1.325213694,103.7842218
Luxus Hills,LUXUS HILLS,1.380497538,103.8720325
Pasir Ris Avenue,PASIR RIS AVENUE,1.382726119,103.9453966
Jalan Keli,JALAN KELI,1.355552822,103.8347592
Brizay Park,BRIZAY PARK,1.330849922,103.7866577
Cheng Soon Crescent,CHENG SOON CRESCENT,1.337051505,103.7735229
Nemesu Avenue,NEMESU AVENUE,1.375187205,103.8275438
Pasir Ris Terrace,PASIR RIS TERRACE,1.381934926,103.9442562
Jalan Segam,JALAN SEGAM,1.347111615,103.9602153
Fernvale Close,FERNVALE CLOSE,1.394494753,103.8793953
Jalan Simpang Bedok,JALAN SIMPANG BEDOK,1.333422683,103.9472885
Sembawang Walk,SEMBAWANG WALK,1.440530388,103.8237255
Yio Chu Kang Green,YIO CHU KANG GREEN,1.378883663,103.8371723
Kaleido,KALEIDO,1.313104829,103.9131821
Begonia Walk,BEGONIA WALK,1.386906628,103.8613667
Rambai Road,RAMBAI ROAD,1.31126643,103.9051931
Duku Road,DUKU ROAD,1.309459134,103.9050153
Balmoral Road,BALMORAL ROAD,1.313241992,103.8301796
Kovan Grandeur,KOVAN GRANDEUR,1.360915308,103.8920665
Hai Sing Crescent,HAI SING CRESCENT,1.365017928,103.8937786
Jalan Hiboran,JALAN HIBORAN,1.332747047,103.8810731
Jervois Road,JERVOIS ROAD,1.294694466,103.8208356
Banyan Villas,BANYAN VILLAS,1.387602926,103.8391627
Norma Terrace,NORMA TERRACE,1.320912718,103.9254738
Keris Drive,KERIS DRIVE,1.309554429,103.9196944
Upper Changi Road North,UPPER CHANGI ROAD NORTH,1.363467333,103.9745697
Yuk Tong Avenue,YUK TONG AVENUE,1.344810174,103.7725616
Jalan Jermin,JALAN JERMIN,1.330601195,103.8832437
Jalan Khairuddin,JALAN KHAIRUDDIN,1.319691626,103.9223333
Jalan Lempeng,JALAN LEMPENG,1.318141793,103.7611655
Tai Seng Avenue,TAI SENG AVENUE,1.337799921,103.890483
Jalan Waringin,JALAN WARINGIN,1.323318384,103.918084
723 East Coast Road,723 EAST COAST ROAD SINGAPORE 459071,1.312329999,103.9228517
Almond Street,ALMOND STREET,1.371558286,103.7727144
Ponggol Seventeenth Avenue,PONGGOL SEVENTEENTH AVENUE,1.414896421,103.9036716
Springleaf Crescent,SPRINGLEAF CRESCENT,1.399791544,103.8251615
Lim Tua Tow Road,LIM TUA TOW ROAD,1.354495559,103.8759187
Upper East Coast Road,UPPER EAST COAST ROAD,1.314982899,103.9410079
Daisy Road,DAISY ROAD,1.344496613,103.8668024
Greenview Crescent,GREENVIEW CRESCENT,1.333660731,103.8062034
Duchess Avenue,DUCHESS AVENUE,1.323556803,103.8028899
Merryn Terrace,MERRYN TERRACE,1.325083632,103.8261928
Kensington Park Road,KENSINGTON PARK ROAD,1.367555611,103.8664917
Beach Road,BEACH ROAD,1.299516093,103.8591556
Thomson Heights,THOMSON HEIGHTS,1.377508685,103.8308259
Brighton Crest,BRIGHTON CREST,1.360634428,103.8692059
Park Villas Green,PARK VILLAS GREEN,1.368253121,103.8794928
Jalan Rahmat,JALAN RAHMAT,1.321349401,103.9079369
Belmont Road,BELMONT ROAD,1.317396543,103.7996586
White House Residences,WHITE HOUSE RESIDENCES,1.317987898,103.825265
Lorong K Telok Kurau,LORONG K TELOK KURAU,1.313081437,103.911771
Sin Ming Road,SIN MING ROAD,1.355809105,103.8377158
Highland Road,HIGHLAND ROAD,1.357861232,103.8788278
Grace Walk,GRACE WALK,1.358345587,103.8688078
Andrews Avenue,ANDREWS AVENUE,1.457759462,103.838586
Jansen Road,JANSEN ROAD,1.359752866,103.8770768
Prome Road,PROME ROAD,1.325059226,103.8493125
Shenton Way,SHENTON WAY,1.276124385,103.8481596
Libra Drive,LIBRA DRIVE,1.358436103,103.8250314
Kim Yam Road,KIM YAM ROAD,1.292165677,103.8407052
Chepstow Close,CHEPSTOW CLOSE,1.363665618,103.8722729
Lengkong Satu,LENGKONG SATU,1.3266912,103.9129732
Iqbal Avenue,IQBAL AVENUE,1.379914683,103.8297529
Lilac Park,LILAC PARK,1.3822233,103.8622562
Jalan Setia,JALAN SETIA,1.333370756,103.8802411
Sennett Avenue,SENNETT AVENUE,1.319011477,103.9380264
Jalan Jeruju,JALAN JERUJU,1.441477842,103.8252866
Jalan Kasau,JALAN KASAU,1.417394768,103.7593314
Sembawang Hills Drive,SEMBAWANG HILLS DRIVE,1.375816234,103.8306241
Pavilion Park,PAVILION PARK,1.369180535,103.7523109
Toh Crescent,TOH CRESCENT,1.365994408,103.9733006
La Salle Street,LA SALLE STREET,1.318712912,103.9192126
Merryn Road,MERRYN ROAD,1.327524838,103.8220722
Paradise Island,PARADISE ISLAND,1.249708137,103.8442058
Tung Po Avenue,TUNG PO AVENUE,1.381762963,103.8314154
Mugliston Walk,MUGLISTON WALK,1.38615443,103.878806
Countryside Road,COUNTRYSIDE ROAD,1.388969994,103.8402867
Shangri-La Walk,SHANGRI-LA WALK,1.369884162,103.8324459
Chuan Place,CHUAN PLACE,1.361048632,103.8674589
Tua Kong Walk,TUA KONG WALK,1.316700144,103.9258518
Yio Chu Kang Terrace,YIO CHU KANG TERRACE,1.358948725,103.8749916
Jalan Anggerek,JALAN ANGGEREK,1.329677979,103.881974
Caldecott Hill Estate,CALDECOTT HILL ESTATE,1.336112938,103.8334961
Cactus Crescent,CACTUS CRESCENT,1.391027972,103.8515962
Loyang View,LOYANG VIEW,1.362930939,103.9653285
Sims Avenue,SIMS AVENUE,1.315794846,103.8864125
Broadrick Road,BROADRICK ROAD,1.301433108,103.8906518
Greenwood Walk,GREENWOOD WALK,1.333742048,103.8054735
Springleaf View,SPRINGLEAF VIEW,1.397573102,103.8206371
Kew Drive,KEW DRIVE,1.320762488,103.9515255
Yishun Ring Road,YISHUN RING ROAD,1.435280497,103.8382174
Siglap Hill 33,SIGLAP HILL 33,1.320355368,103.9191094
Mount Sinai Walk,MOUNT SINAI WALK,1.317530254,103.7805042
Punggol Road,PUNGGOL ROAD,1.394419453,103.9015687
Springside Avenue,SPRINGSIDE AVENUE,1.404190328,103.8217023
Jalan Selamat,JALAN SELAMAT,1.322648178,103.9158007
Gerald Crescent,GERALD CRESCENT,1.387214564,103.8768927
Serangoon Garden Terrace,SERANGOON GARDEN TERRACE,1.365589826,103.860884
Oak Avenue,OAK AVENUE,1.330472452,103.7914689
Jalan Senyum,JALAN SENYUM,1.322731712,103.9143477
Bukit Teresa Road,BUKIT TERESA ROAD,1.275675099,103.8266374
Almond Crescent,ALMOND CRESCENT,1.372885895,103.7732814
Da Silva Lane,DA SILVA LANE,1.363841431,103.8827244
Eastwood Terrace,EASTWOOD TERRACE,1.322575911,103.9571483
Golden Walk,GOLDEN WALK,1.35586811,103.8616439
Pasir Ris Road,PASIR RIS ROAD,1.381935713,103.9469471
Mimosa Terrace,MIMOSA TERRACE,1.384357823,103.8597841
Holland Grove,HOLLAND GROVE,1.313126069,103.7800153
Ming Teck Park,MING TECK PARK,1.31554134,103.7895009
Hillview Way,HILLVIEW WAY,1.353923445,103.7596224
Jalan Bangau,JALAN BANGAU,1.383687875,103.8715896
465 Joo Chiat Road,465 JOO CHIAT ROAD SINGAPORE 427677,1.3067186,103.9046649
Bukit Mugliston,BUKIT MUGLISTON,1.386515315,103.8778175
One Tree Hill Collection,ONE TREE HILL COLLECTION,1.300993229,103.8257776
Aroozoo Lane,AROOZOO LANE,1.353898484,103.8828177
Sunshine Terrace,SUNSHINE TERRACE,1.345313868,103.8726231
Jalan Pandan,JALAN PANDAN,1.333119339,103.8014538
Hougang Avenue 2,HOUGANG AVENUE 2,1.368407968,103.8839565
39 Flower Road,39 FLOWER ROAD SINGAPORE 549437,1.36101098,103.8801537
Cashew Crescent,CASHEW CRESCENT,1.371697041,103.7692592
Toh Close,TOH CLOSE,1.364033487,103.971247
Bukit Timah Road,BUKIT TIMAH ROAD,1.321451975,103.8225045
Jalan Sukachita,JALAN SUKACHITA,1.347485356,103.8664476
Jalan Tanah Rata,JALAN TANAH RATA,1.330167086,103.9442784
Lorong Chuan,LORONG CHUAN,1.35166639,103.8625691
Kang Choo Bin Road,KANG CHOO BIN ROAD,1.365407513,103.8819006
Greenleaf Avenue,GREENLEAF AVENUE,1.324213226,103.7868501
Old Tampines Road,OLD TAMPINES ROAD,1.363080011,103.9673411
Balmeg Hill,BALMEG HILL,1.282650015,103.7830105
Robey Crescent,ROBEY CRESCENT,1.367259886,103.8819611
Jalan Pari Kikis,JALAN PARI KIKIS,1.331651275,103.9435309
Faber Walk,FABER WALK,1.321479701,103.75605
Seletar Hills Drive,SELETAR HILLS DRIVE,1.385751375,103.8742572
Saint Nicholas View,SAINT NICHOLAS VIEW,1.373009589,103.8326655
Tanah Merah Besar Lane,TANAH MERAH BESAR LANE,1.359246684,103.9761435
28 Gilstead Road,28 GILSTEAD ROAD SINGAPORE 309072,1.317010997,103.8392483
Bishan Place,BISHAN PLACE,1.351175079,103.8494208
Namly Drive,NAMLY DRIVE,1.324149802,103.7981732
Phoenix Rise,PHOENIX RISE,1.37460385,103.7581852
Medway Drive,MEDWAY DRIVE,1.363725813,103.8633619
Jalan Mariam,JALAN MARIAM,1.362176853,103.9695782
Sembawang Hills Estate,SEMBAWANG HILLS ESTATE,1.372766135,103.8310685
West Coast Drive,WEST COAST DRIVE,1.311698344,103.7602336
Villa Verde,VILLA VERDE,1.391126914,103.7513838
Tu Fu Avenue,TU FU AVENUE,1.380422344,103.8290377
Alnwick Road,ALNWICK ROAD,1.364692353,103.8682399
Greenleaf Drive,GREENLEAF DRIVE,1.322716579,103.7854421
Dairy Farm Lane,DAIRY FARM LANE,1.365963529,103.7735895
Jalan Leban,JALAN LEBAN,1.372856648,103.830625
Kang Choo Bin Walk,KANG CHOO BIN WALK,1.365489703,103.8814207
Jalan Nipah,JALAN NIPAH,1.326093461,103.9523959
Thomson Terrace,THOMSON TERRACE,1.377894481,103.8313695
Lorong Kembangan,LORONG KEMBANGAN,1.325955759,103.9144181
Fernhill Road,FERNHILL ROAD,1.312816831,103.8233971
Jalan Lakum,JALAN LAKUM,1.385322101,103.872149
Jalan Limbok,JALAN LIMBOK,1.364810619,103.8749071
Woodgrove Walk,WOODGROVE WALK,1.427371538,103.7765745
Springleaf Garden,SPRINGLEAF GARDEN,1.398590364,103.8244666
Jalan Kuras,JALAN KURAS,1.374528048,103.8294965
Moonbeam Walk,MOONBEAM WALK,1.318743509,103.7814705
Sentosa Cove,197 OCEAN DRIVE SENTOSA COVE SINGAPORE 098456,1.252475888,103.8473007
Fudu Park,FUDU PARK,1.388681604,103.8367339
Countryside Place,COUNTRYSIDE PLACE,1.388623471,103.8397152
Jalan Sejarah,JALAN SEJARAH,1.329726224,103.817309
Kismis Avenue,KISMIS AVENUE,1.335730955,103.772894
Holland Road Shopping Centre,213 HOLLAND AVENUE HOLLAND ROAD SHOPPING CENTRE SINGAPORE 278968,1.310255419,103.7953504
Bedok Terrace,BEDOK TERRACE,1.325489426,103.9481799
Clementi Crescent,CLEMENTI CRESCENT,1.323174656,103.7729704
Bedok Ria Crescent,BEDOK RIA CRESCENT,1.327621147,103.9526249
Jalan Layang Layang,JALAN LAYANG LAYANG,1.344533832,103.7669276
Hillview Estate,138 JALAN DERMAWAN HILLVIEW ESTATE SINGAPORE 669088,1.359844573,103.7575492
Carisbrooke Grove,CARISBROOKE GROVE,1.358039219,103.8668646
Jalan Pelajau,JALAN PELAJAU,1.385895911,103.8711757
Tai Keng Terrace,TAI KENG TERRACE,1.348252052,103.8854269
Willow Avenue,WILLOW AVENUE,1.333667493,103.8749816
Charlton Road,CHARLTON ROAD,1.354825985,103.8822621
Yong Seng Estate,YONG SENG ESTATE,1.326071591,103.9171481
Eastwood Place,EASTWOOD PLACE,1.321790625,103.9565056
Toh Street,TOH STREET,1.364739276,103.9733654
South Buona Vista Road,SOUTH BUONA VISTA ROAD,1.286797155,103.7846583
Boscombe Road,BOSCOMBE ROAD,1.305798754,103.894233
Borthwick Drive,BORTHWICK DRIVE,1.361533053,103.8619651
Li Hwan Walk,LI HWAN WALK,1.356511326,103.864773
Bukit Batok East Avenue 2,BUKIT BATOK EAST AVENUE 2,1.351122596,103.7538
Pasir Ris Heights,PASIR RIS HEIGHTS,1.382377149,103.9421749
Kismis Green,KISMIS GREEN,1.336009623,103.7712728
Clifton Vale,CLIFTON VALE,1.346134703,103.8638601
Limau Terrace,LIMAU TERRACE,1.324407791,103.9500324
Pavilion Green,PAVILION GREEN,1.368822211,103.7523584
Joo Chiat Terrace,JOO CHIAT TERRACE,1.314742532,103.9024213
165 Moulmein Road,165 MOULMEIN ROAD SINGAPORE 308091,1.318332662,103.8466029
Guillemard Crescent,GUILLEMARD CRESCENT,1.309355064,103.880908
Swan Lake Avenue,SWAN LAKE AVENUE,1.32052824,103.9246682
Brockhampton Drive,BROCKHAMPTON DRIVE,1.360677922,103.8612707
Namly Avenue,NAMLY AVENUE,1.326461284,103.7977852
Sunset Heights,SUNSET HEIGHTS,1.327515267,103.7682898
Mangis Road,MANGIS ROAD,1.313641082,103.9036964
Pasir Panjang Hill,PASIR PANJANG HILL,1.282070537,103.7846511
Choa Chu Kang Street 62,CHOA CHU KANG STREET 62,1.399019566,103.7455587
Eastwood Green Terraces,EASTWOOD GREEN TERRACES,1.322347167,103.9558365
East Coast Drive,EAST COAST DRIVE,1.310561521,103.9221952
Parkwood Collection,PARKWOOD COLLECTION,1.366354843,103.8909027
Chiltern Drive,CHILTERN DRIVE,1.34886625,103.8634563
Lichfield Road,LICHFIELD ROAD,1.364454117,103.8701141
Jalan Chengkek,JALAN CHENGKEK,1.330122073,103.8844196
Pennefather Road,PENNEFATHER ROAD,1.308935177,103.9005462
Watten Rise,WATTEN RISE,1.328789615,103.8090909
Jalan Lateh,JALAN LATEH,1.345125082,103.869315
Sembawang Straits Estate,SEMBAWANG STRAITS ESTATE,1.458177992,103.8369975
Victoria Park Grove,VICTORIA PARK GROVE,1.322327033,103.804076
Meragi Close,MERAGI CLOSE,1.343151278,103.9598816
Lyndhurst Road,LYNDHURST ROAD,1.303811075,103.8880323
Begonia Road,BEGONIA ROAD,1.387822633,103.8627556
Jalan Demak,JALAN DEMAK,1.344530042,103.9612404
Namly Place,NAMLY PLACE,1.323171104,103.7968317
Stratton Walk,STRATTON WALK,1.37949643,103.8667356
Sixth Crescent,SIXTH CRESCENT,1.326063789,103.7922935
Highgate Crescent,HIGHGATE CRESCENT,1.340947758,103.7663286
Sunset View,SUNSET VIEW,1.326374951,103.7689279
Kembangan Estate,KEMBANGAN ESTATE,1.322822435,103.907934
Faber Heights,FABER HEIGHTS,1.321390896,103.7576345
Lorong 25 Geylang,LORONG 25 GEYLANG,1.314517816,103.8824645
Dunearn Estate,DUNEARN ESTATE,1.325774089,103.824154
Stevens Road,STEVENS ROAD,1.315628998,103.8260861
Jalan Gumilang,JALAN GUMILANG,1.358844821,103.7604698
Elizabeth Drive,ELIZABETH DRIVE,1.360718856,103.7628247
Kim Keat Close,KIM KEAT CLOSE,1.323721915,103.8532421
Daisy Avenue,DAISY AVENUE,1.344820778,103.8666413
Edgedale Plains,EDGEDALE PLAINS,1.398129527,103.9129292
Siglap Avenue,SIGLAP AVENUE,1.318536289,103.9167642
Opera Estate,OPERA ESTATE,1.318353876,103.9268822
Mount Rosie Road,MOUNT ROSIE ROAD,1.322863066,103.8355973
Jalan Songket,JALAN SONGKET,1.356633871,103.8863701
Shepherds Drive,SHEPHERDS DRIVE,1.291412236,103.8062
Sunrise Drive,SUNRISE DRIVE,1.389256646,103.8561674
Serangoon Terrace,SERANGOON TERRACE,1.348118115,103.8774787
Penshurst Place,PENSHURST PLACE,1.362786373,103.8655678
Watten Estate,99 WATTEN ESTATE ROAD WATTEN ESTATE SINGAPORE 287584,1.331017141,103.8104148
Peakview Estate,PEAKVIEW ESTATE,1.33197028,103.9437168
Penjuru Place,PENJURU PLACE,1.315541231,103.7333287
Jurong Park,JURONG PARK,1.343904409,103.7662541
Upper Toh Tuck Terrace,UPPER TOH TUCK TERRACE,1.336492502,103.7690087
Saint Anne's Wood,SAINT ANNE'S WOOD,1.391831652,103.9029922
Dedap Link,DEDAP LINK,1.388030032,103.8669967
Jalan Belangkas,JALAN BELANGKAS,1.330429244,103.883602
Tai Hwan Grove,TAI HWAN GROVE,1.356506345,103.8596716
Northshore Bungalows,NORTHSHORE BUNGALOWS,1.415986996,103.9043147
Simon Place,SIMON PLACE,1.364841294,103.8836641
Tham Soong Avenue,THAM SOONG AVENUE,1.343226377,103.7741267
Chuan Hoe Avenue,CHUAN HOE AVENUE,1.36449687,103.8763442
Tai Hwan Park,TAI HWAN PARK,1.355408887,103.8600797
Jalan Telang,JALAN TELANG,1.376660765,103.8288771
Sandown Place,SANDOWN PLACE,1.365311517,103.864874
Jalan Selanting,JALAN SELANTING,1.344696091,103.7676953
Jalan Chulek,JALAN CHULEK,1.366475076,103.86779
Grove Drive,GROVE DRIVE,1.31250934,103.7832961
Thong Soon Avenue,THONG SOON AVENUE,1.397748577,103.8190833
Mimosa Vale,MIMOSA VALE,1.382638038,103.8603446
Dedap Place,DEDAP PLACE,1.387749191,103.8681209
Hillview Villas,HILLVIEW VILLAS,1.355354302,103.7593933
Jalan Arif,JALAN ARIF,1.367814162,103.883805
Little India Conservation Area,25 DALHOUSIE LANE LITTLE INDIA CONSERVATION AREA SINGAPORE 209689,1.304860035,103.8524685
Matlock Rise,MATLOCK RISE,1.347439719,103.863621
Jalan Tiga Ratus,JALAN TIGA RATUS,1.341625188,103.9599957
Fernhill Crescent,FERNHILL CRESCENT,1.312568771,103.824381
Holland Grove Park,HOLLAND GROVE PARK,1.314081977,103.781762
Mandai Garden,MANDAI GARDEN,1.403936771,103.8141853
Nim Collection,NIM COLLECTION,1.379646687,103.8633039
Changi North Street 1,CHANGI NORTH STREET 1,1.351317722,103.9684171
Cardiff Grove,CARDIFF GROVE,1.356994471,103.8661791
West Coast Road,WEST COAST ROAD,1.311321213,103.7570701
Jalan Kuang,JALAN KUANG,1.346903852,103.9611562
Happy Avenue East,HAPPY AVENUE EAST,1.330197911,103.8814434
Jalan Haji Alias,JALAN HAJI ALIAS,1.322514345,103.7955206
Loyang Court,LOYANG COURT,1.37856302,103.9595129
Chwee Chian Road,CHWEE CHIAN ROAD,1.279157137,103.7887333
Binjai Walk,BINJAI WALK,1.338266467,103.7871194
Raffles Park,RAFFLES PARK,1.334255429,103.8032505
Holland Gardens,HOLLAND GARDENS,1.318070238,103.7821945
Thomson Green,THOMSON GREEN,1.379376769,103.8328988
Chartwell Drive,CHARTWELL DRIVE,1.361002499,103.8643717
English Villas,ENGLISH VILLAS,1.326651965,103.9497812
Crichton Close,CRICHTON CLOSE,1.357695056,103.864575
West Coast Place,WEST COAST PLACE,1.313725303,103.7592158
Siglap Plain,SIGLAP PLAIN,1.317760309,103.9169211
Namly Crescent,NAMLY CRESCENT,1.326668869,103.795902
Parry Park,PARRY PARK,1.366803275,103.8782384
Jalan Sankam,JALAN SANKAM,1.457492465,103.8364047
Colchester Grove,COLCHESTER GROVE,1.357558323,103.8673252
Valley Road,VALLEY ROAD,1.36176074,103.8882023
Palm Grove Avenue,PALM GROVE AVENUE,1.360353624,103.8784588
Jalan Kayu Estate,JALAN KAYU ESTATE,1.398035579,103.8725833
Serangoon Road,SERANGOON ROAD,1.317344752,103.8597835
35 Lorong K Telok Kurau,35 LORONG K TELOK KURAU SINGAPORE 425646,1.312963338,103.908913
Sandilands Road,SANDILANDS ROAD,1.362825573,103.8782881
Robin Road,ROBIN ROAD,1.31605249,103.827305
Hemsley Avenue,HEMSLEY AVENUE,1.368903971,103.865578
Harlyn Road,HARLYN ROAD,1.32431592,103.8231137
Dunbar Walk,DUNBAR WALK,1.312594008,103.9190307
Kingsmead Road,KINGSMEAD ROAD,1.320288869,103.8052994
Namly Rise,NAMLY RISE,1.326272765,103.79428
Phoenix Avenue,PHOENIX AVENUE,1.375269011,103.7581365
Upper Bukit Timah View,UPPER BUKIT TIMAH VIEW,1.347657871,103.7708685
Roseburn Avenue,ROSEBURN AVENUE,1.314761233,103.9173939
Parry Court,PARRY COURT,1.363990474,103.8805846
Gentle Road,GENTLE ROAD,1.319554974,103.8391153
Eng Kong Drive,ENG KONG DRIVE,1.332984992,103.7685398
Oei Tiong Ham Park,OEI TIONG HAM PARK,1.31509279,103.7918938
Taman Permata,TAMAN PERMATA,1.350640252,103.8325206
Jalan Eunos,JALAN EUNOS,1.323703287,103.905476
Ang Mo Kio Avenue 5,ANG MO KIO AVENUE 5,1.375839496,103.8546407
Begonia Lane,BEGONIA LANE,1.386290636,103.8615698
Penaga Place,PENAGA PLACE,1.460269468,103.8387512
Jalan Tua Kong,JALAN TUA KONG,1.316053536,103.92568
Woollerton Park,WOOLLERTON PARK,1.316876627,103.8088969
Golden Drive,GOLDEN DRIVE,1.354805132,103.8616443
Inggu Road Bungalows,"Inggu Road, Sembawang Straits Estates, Simpang, Northwest, 759057, Singapore",1.4604563,103.8395434
Jalan Jendela,JALAN JENDELA,1.416068056,103.7589409
Jalan Daud,JALAN DAUD,1.325944217,103.9086186
Chu Lin Road,CHU LIN ROAD,1.357744909,103.7588331
